entity_id,entity_name,metric,segment,period_label,period_type,period_end,value,unit,currency,yoy_pct,confidence,source_url,notes
C022,ANYCOLOR,revenue_share,commerce,FY2026/4,FY,2026-04-30,70,percent,,,verified_secondary,https://finance.logmi.jp/articles/385001,約7割をコマース領域で獲得. NO separate licensing line is disclosed so Nijisanji collab-earphone income is NOT separately observable.
C022,ANYCOLOR,revenue_guidance,total,FY2027/4,FY_guidance,2027-04-30,56000-60000,million,JPY,,verified_secondary,https://finance.logmi.jp/articles/385001,560-600億円. Guidance is revenue up but profit DOWN on increased personnel cost.
C016,MOONDROP,output_value,total,cumulative to ~2025,order_of_magnitude,,100,million,CNY,,partial,https://www.chwang.com/article/202179267642,上亿 - over CNY 100 million. Order-of-magnitude only; private company. Grew from 从产值几十万 (a few hundred thousand) over ten years.
C024,VirtuaReal,livestream_revenue,bilibili_livestreaming,H1 2022,H1,2022-06-30,28.01,million,CNY,,verified_secondary,https://zhuanlan.zhihu.com/p/536579302,Ranked #1 among agencies on bilibili. Top member Aza >CNY 3.61 million over three months.
MKT01,China headphone market (all categories),unit_sales,total,2024,CY,2024-12-31,218,million_units,,7.6,partial,https://wearable.ofweek.com/2025-03/ART-8420-5000-30658918.html,RUNTO 洛图科技 tracking data. 2.18亿副.
MKT01,China headphone market (all categories),sales_value,total,2024,CY,2024-12-31,42800,million,CNY,9.8,partial,https://wearable.ofweek.com/2025-03/ART-8420-5000-30658918.html,428亿元. DERIVED implied ASP CNY 196 - this cross-check rules out the 428-billion-yuan reading which would imply an ASP of ~CNY 1963. Primary re-read still needed.
MKT02,Global headphone market,sales_value,total,2023,CY,2023-12-31,583960,million,CNY,,partial,https://m.gelonghui.com/p/877264,Unit magnitude NOT re-verified from primary.
MKT02,Global headphone market,sales_value_forecast,total,2029,CY_forecast,2029-12-31,694740,million,CNY,,partial,https://m.gelonghui.com/p/877264,Stated CAGR 2.82%. Unit magnitude NOT re-verified.
P0087,KPro01 (Koiwai Kotori x Owltech),crowdfunding_raised,,2020 campaign,campaign,2020,166.07,million,JPY,,verified_secondary,https://news.mynavi.jp/article/20200508-1033231/,Alternate figure of JPY 160 million / 53x target reported by Makuake's own note. CONFLICT UNRESOLVED - recorded as a range.
P0087,KPro01 (Koiwai Kotori x Owltech),crowdfunding_target,,2020 campaign,campaign,2020,3,million,JPY,,verified_secondary,https://kai-you.net/article/72150,Reached JPY 10 million within the first hour. 3rd highest in Makuake history at the time. Makuake Of The Year 2020 GOLD.
P0087,KPro01 (Koiwai Kotori x Owltech),backers,,2020 campaign,campaign,2020,10003,persons,,,verified_secondary,https://news.mynavi.jp/article/20200508-1033231/,DERIVED average per backer JPY 16602. Per BACKER not per unit - reward tiers not retrieved so unit count is unknown.
P0066,ag COTSUBU for ASMR Patra BLACK Ver.,units_ordered,,first 12 hours 2023-08-20,event,2023-08-20,10000,units,,,verified_primary,https://prtimes.jp/main/html/rd/p/000000010.000121822.html,10000+ units in the first 12 hours of pre-orders opening at 22:00.
P0066,ag COTSUBU for ASMR Patra BLACK Ver.,units_allocated_sold_out,,within-2023 delivery allocation,event,2023-12-31,25000,units,,,verified_primary,https://news.yahoo.co.jp/articles/6041124b644900da4e5a0cc690cc0370a0b23410,年内出荷分25000台を完売. Orders beyond 25000 pushed to April 2024+ citing material procurement constraints.
P0066,ag COTSUBU for ASMR Patra BLACK Ver.,gross_order_value_derived,,within-2023 allocation,derived,2023-12-31,205,million,JPY,,derived,,DERIVED: 25000 units x JPY 8200 = JPY 205000000. Both inputs primary-sourced. Excludes shipping revenue and the >25000 overflow orders.
P0065,ag COTSUBU for ASMR Patra Edition (1st),units_restock,,final restock 2023-07,event,2023-07-21,1000,units,,,verified_secondary,https://panora.tokyo/archives/69124,1000-unit limited final production run at JPY 8200 incl tax; one per customer; ship Aug 2023+.
P0065,ag COTSUBU for ASMR Patra Edition (1st),units_event_allocation,,Dec 2022 meet-and-greet,event,2022-12,400,units,,,verified_secondary,https://av.watch.impress.co.jp/docs/news/1495782.html,400 in-person handover event slots. CONFLICTS with a separate report that the 1st installment sold 10000+ units within one month - total volume NOT ESTABLISHED.
AD01,Sha Po Lang audio drama merch (729 Sound Studio),crowdfunding_raised,,2018 campaign,campaign,2018,7.71,million,CNY,,verified_secondary,https://zhongchou.modian.com/item/43338.html,Domestic record for audio-drama merchandise. Reward tiers were USB drives; OST CDs; standing figures - NO AUDIO HARDWARE. Central negative datapoint for headphones as the CN vehicle.
AD01,Sha Po Lang audio drama merch (729 Sound Studio),backers,,2018 campaign,campaign,2018,15100,persons,,,verified_secondary,https://k.sina.cn/article_1749990115_684ebae3020017wyi.html,One source states 15067. DERIVED per backer CNY 511. Campaign duration conflicting: 3 days vs 3 months.
AD02,Mo Dao Zu Shi audio drama,earnings,,cumulative,cumulative,,10,million,CNY,,partial,https://k.sina.cn/article_1749990115_684ebae3020017wyi.html,Stated as exceeding CNY 10 million.
AD03,Po Yun / Mo Du audio dramas,earnings,,cumulative,cumulative,,1,million,CNY,,partial,https://k.sina.cn/article_1749990115_684ebae3020017wyi.html,Each stated as exceeding CNY 1 million.
AD04,Three-Body audio drama,investment,,production,cumulative,,10,million,CNY,,partial,https://k.sina.cn/article_1749990115_684ebae3020017wyi.html,Investment not revenue.
AD05,Chinese top-tier CV talent,recording_fee_per_episode,,current,rate,,5000-10000,absolute,CNY,,partial,https://k.sina.cn/article_1749990115_684ebae3020017wyi.html,Per episode. Successful creators up to ~CNY 100000 monthly. Low individual brand equity relative to JP seiyuu - consistent with the absence of individual-talent hardware collabs but NOT proof of causation.
C019,MissEvan,event_attendance,Maoer Shengke offline,2025,CY,2025-12-31,50000,persons,,,verified_secondary,https://news.qq.com/rain/a/20260712A07FZA00,Cumulative offline attendance. Also >500M topic impressions and >200M derivative content views.
C019,MissEvan,avg_dramas_purchased_per_paid_user,,annual,rate,,12,count,,,verified_secondary,https://news.qq.com/rain/a/20260712A07FZA00,Top individual user spend exceeded CNY 150000 in rewards.
C003,final,units_sold_cumulative,ASMR_and_sleep_tuned_wireless,as of 2025-12,cumulative,2025-12-31,300000,units,,,verified_primary,https://prtimes.jp/main/html/rd/p/000000216.000121822.html,CATEGORY ANCHOR. Footnote definition: ASMR・寝ホン向けにチューニングを施した自社ワイヤレスイヤホンの累計販売実績. Spans COTSUBU for ASMR / ZE500 / VR1000 families including the Patra collabs and Blue Archive editions plus non-collab models in the same tuning family.
C003,final,patra_share_of_asmr_category_floor,ASMR_and_sleep_tuned_wireless,derived,derived,2025-12-31,8.8,percent,,,derived,,DERIVED FLOOR: known Patra units 26400 (25000 + 1000 + 400) / 300000 = 8.8%. A FLOOR not an estimate - installments 3 4 and 5 are unquantified and the 1st installment total is disputed. True share is higher by an unknown amount.
C001,Preseed Japan / AVIOT,units_shipped_cumulative,Q_series_platform,as of 2024-05,cumulative,2024-05-31,250000,units,,,verified_secondary,https://dengekionline.com/article/202407/10605,Q series platform total. MIXES collab and non-collab volume - 8 confirmed AVIOT collab SKUs sit on this platform. The split is NOT disclosed and cannot be derived. Do not apportion.
C001,Preseed Japan / AVIOT,units_shipped_cumulative,all_AVIOT,as of 2021-04,cumulative,2021-04-30,830000,units,,,lead_only,https://ja.wikipedia.org/wiki/プレシードジャパン,TIER 6 ONLY. A direct fetch of the Wikipedia article returned NO citations supporting shipment or share claims. Indicative not citable.
C001,Preseed Japan / AVIOT,registered_product_owners,all_AVIOT,as of 2021-04,cumulative,2021-04-30,160000,persons,,,lead_only,https://ja.wikipedia.org/wiki/プレシードジャパン,TIER 6 ONLY. Same citation problem as the shipment figure.
C001,Preseed Japan / AVIOT,market_rank,JP_wireless_earphones,within 1yr of 2018 launch,point_in_time,,3,rank,,,lead_only,https://ja.wikipedia.org/wiki/プレシードジャパン,Attributed to BCN Inc research. TIER 6 sourcing - not verified against a BCN publication.
P0094,MOONDROP Robin (Honkai Star Rail),units_sold,marketplace_counters,around 2024-10,point_in_time,2024-10-31,20000,units,,,lead_only,https://m.hupu.com/bbs/628547646,TIER 6 FORUM ONLY - NOT CITABLE. Douyin ~12000 + JD ~4000 + Tmall ~4000. Magnitude is independently plausible (same order as ag Patra 25000). Product now delisted from JD so counters cannot be re-checked.
P0117,MOONDROP RAYS AG edition,collab_price_premium,vs_base_SKU,2025-12,derived,2025-12-13,10.0,percent,,,derived,https://www.ithome.com/0/904/739.htm,DERIVED: CNY 439 collab vs CNY 439-40=399 base = +10.0%. THE ONLY MEASURED COLLAB PREMIUM IN THE DATASET - both prices primary-sourced. Contrast with auction-market commentary claiming ~20% typical.
MKT03,Japan collab earphone resale (Aucfan),completed_auctions,trailing_30_days,2026-09,point_in_time,2026-09-07,5,count,,,partial,https://aucfan.com/intro/q-~a5b3a5e9a5dca5a4a5e4a5dba5f3/,Query コラボイヤホン. Full page fetch returned HTTP 429; figure from search-surfaced summary. Very thin float - consistent with buyers keeping made-to-order fan goods.
MKT03,Japan collab earphone resale (Aucfan),average_winning_price,trailing_30_days,2026-09,point_in_time,2026-09-07,11883,absolute,JPY,,partial,https://aucfan.com/intro/q-~a5b3a5e9a5dca5a4a5e4a5dba5f3/,Average across only 5 auctions - statistically weak.
MKT04,Japan headphone/earphone market,tws_share_of_units,total,reported 2022-01,point_in_time,2022-01-31,35.0,percent,,,partial,https://www.bcnretail.com/research/detail/20220131_263891.html,BCN POS data - first time above 30%. DIRECT FETCH RETURNED 404; figure from search-surfaced summary.
MKT04,Japan headphone/earphone market,price_band_share_under_10000JPY,total,BCN POS,point_in_time,,46.7,percent,,,partial,https://www.bcnretail.com/research/detail/20220131_263891.html,Entry band. Collab SKUs at JPY 18000-22880 sit ABOVE this band and BELOW the 25000+ band.
MKT04,Japan headphone/earphone market,price_band_share_over_25000JPY,total,BCN POS,point_in_time,,30,percent,,,partial,https://www.bcnretail.com/research/detail/20220131_263891.html,High-end band. ONKYO Girls Band Cry custom IEMs at 104500-250000 sit far above the entire consumer distribution.
MKT05,Japan headphone market,market_value,total,2024,CY,2024-12-31,738.2,million,USD,,partial,https://www.globalresearch.co.jp/reports/japan-headphones-market-expert/,Third-party market research. Forecast ~USD 992.1 million by 2034 at CAGR 3.00%.
MKT06,Global TWS market,market_value,total,2024,CY,2024-12-31,13240,million,USD,,partial,https://www.marketresearch.co.jp/insights/true-wireless-headphones-market-straits/,Reported as USD 13.24bn 2024 rising to USD 15.86bn 2025 at CAGR 19.82%. Q2 2024 TWS +12.6% YoY.
C016,MOONDROP,annual_sales_or_output_value,total,recent,ambiguous,,100,million,CNY,,partial,https://www.bilibili.com/video/BV14LMD6CE8K/,METRIC BASIS NOT ESTABLISHED. A factory-tour video title states 年销过亿 (annual sales over CNY 100mn) while the trade profile phrased it as 从产值几十万到上亿 (output value). Different metrics; sources disagree. Order CNY 100mn+ either way.
C044,Aoni Production,roster_size,voice_actors,current,point_in_time,,492,persons,,,partial,https://talent-dictionary.com/s/agencies/213,LARGEST JAPANESE VOICE AGENCY. Reported as 492 by one source and 400+ by another - UNRECONCILED. Zero audio hardware collabs found.
C045,Mausu Promotion,roster_size,voice_actors,current,point_in_time,,155,persons,,,partial,https://mausu.net/talent/,~155 registered. Zero audio hardware collabs found.
C046,I'm Enterprise,roster_size,voice_actors,current,point_in_time,,100,persons,,,partial,https://www.seiyuou.com/act-list_p/all/アイムエンタープライズ_all_default_1.html,100+ at roughly 3 male to 7 female. Zero audio hardware collabs found.
C048,Kiramune,roster_size,seiyuu_label,2026,point_in_time,,20,persons,,,verified_secondary,https://kiramune-fan.info/member/,20 members in 5 units - solo x6 CONNECT x2 Trignal SparQlew and IXIS x6. AVIOT reached 13 of them in ONE deal. New unit IXIS joined 2025-11-16 and debuted 2026-03-05.
C022,ANYCOLOR,roster_size,nijisanji_domestic,2026,point_in_time,,150,persons,,,partial,https://ja.wikipedia.org/wiki/にじさんじ,~150 domestic livers; ~170-180 including NIJISANJI EN. DEEPEST BENCH - at least 12 individuals have had a collab earphone across AVIOT and ONKYO. Licenses as INDIVIDUALS.
C021,COVER Corp,roster_size,hololive_production,2026-06,point_in_time,2026-06-30,78,persons,,,verified_secondary,https://ja.wikipedia.org/wiki/ホロライブプロダクション,78 total talents. Runs hololive (female) and holostars (male). hololive ID EN and DEV_IS were INTEGRATED into hololive on 2026-09-07. Licenses as UNITS not individuals - 4 EN units via AVIOT.
C025,774 inc.,roster_size,nanashi_inc,current,point_in_time,,25,persons,,,verified_secondary,https://blitz-marketing.co.jp/column/19086/,25 female talents.
C025,774 inc.,total_youtube_subscribers,nanashi_inc,current,point_in_time,,2000000,persons,,,partial,https://blitz-marketing.co.jp/column/19086/,>2 million combined YouTube subscribers across the roster.
C025,774 inc.,total_x_followers,nanashi_inc,current,point_in_time,,1200000,persons,,,partial,https://blitz-marketing.co.jp/column/19086/,>1.2 million combined X followers.
C051,viviON,roster_size,aogiri_high_school,current,point_in_time,,11,persons,,,verified_secondary,https://vtuber-post.com/news/23950,11 active talents in Aogiri High School. Channel passed 1 million subscribers 2024-04-27.
C024,VirtuaReal,roster_size,all_branches,2026-07,point_in_time,2026-07-31,61,persons,,,verified_secondary,https://zh.wikipedia.org/zh-cn/VirtuaReal,61 active members - VRP 48 across 27 generations plus Star 2 and Link 11. 145.54 million cumulative bilibili followers.
MKT07,Japanese seiyuu agency pool (4 largest),combined_roster_estimate,voice_actors,current,derived,,750,persons,,,derived,,DERIVED FLOOR: Aoni ~492 + Mausu ~155 + I'm Enterprise ~100 = ~747. Excludes 81 Produce whose roster size was NOT FOUND. NOT ONE HARDWARE COLLABORATION FOUND ACROSS ANY OF THEM - see gaps G046 on whether they decline or are unapproached.
C001,Preseed Japan / AVIOT,units_shipped_cumulative,Q_series_platform,as of 2026-08,cumulative,2026-08-31,370000,units,,,verified_secondary,https://www.phileweb.com/news/d-av/202608/20/65789.html,SUPERSEDES the May 2024 figure of 250000. Stated as 約37万台 in the Bookworm collab release. FOURTH UNIT-MAGNITUDE TRAP CAUGHT - an automated read rendered 37万 as 37 MILLION. Correct value 370000. Consistent growth from 250000 (May 2024) to 370000 (Aug 2026). Still mixes collab and non-collab volume.
MKT04,Japan TWS market,price_band_share_under_10000JPY,total,2025-11,point_in_time,2025-11-29,40,percent,,,verified_secondary,https://www.bcnretail.com/news/detail/20251129_574920.html,CURRENT DATA - supersedes the Jan 2022 figure of 46.7%. BCN POS.
MKT04,Japan TWS market,price_band_share_10000_to_20000JPY,total,2025-11,point_in_time,2025-11-29,20,percent,,,verified_secondary,https://www.bcnretail.com/news/detail/20251129_574920.html,THE THIN MIDDLE BAND. Collab SKUs at JPY 18700 sit here; those at 22880 sit in the top band.
MKT04,Japan TWS market,price_band_share_over_20000JPY,total,2025-11,point_in_time,2025-11-29,40,percent,,,verified_secondary,https://www.bcnretail.com/news/detail/20251129_574920.html,CURRENT. Market is polarised 40/20/40 - polarisation began around 2020. Most JP collab SKUs (22880) sit in this top band.
MKT04,Japan TWS market,channel_share_physical_retail,total,2025-11,point_in_time,2025-11-29,65,percent,,,partial,https://www.bcnretail.com/news/detail/20251129_574920.html,Stated as 60-70% physical versus 30-40% online. Midpoint recorded. NOTE this is the overall TWS market - collab SKUs are overwhelmingly brand-direct online which is the opposite of the category norm.
MKT08,Japan TWS market (BCN 2026 H1),top10_collab_brand_presence,total,2026 H1,H1,2026-06-30,0,count,,,verified_secondary,https://news.yahoo.co.jp/articles/6b8fb46ca4df04b77c70bdd18fcbe4aa1c21af07,NO COLLABORATION BRAND APPEARS IN THE BCN 2026 H1 TOP 10. Ranking: 1 AirPods Pro 3; 2 AirPods 4 ANC; 3 REDMI Buds 8 Lite; 4 AirPods 4; 5 Soundcore P40i; 6 Soundcore P30i; 7 Sony WF-1000XM6; 8 Soundcore Liberty 5; 9 Sony WF-C510; 10 INZONE Buds. Apple 4 models Anker 3 Sony 3 Xiaomi 1. Xiaomi overtook Anker and Sony. AVIOT ONKYO and final are all absent - confirms the niche is invisible at national POS scale.
C015,Audio-Technica,market_share,BCN_audio_accessories_category,recent,point_in_time,,22.7,percent,,,verified_secondary,https://www.bcnaward.jp/award/gallery/detail/contents_type=221,BCN AWARD audio accessories category RANK 1. Sanwa Supply 2nd at 17.3%; Elecom 3rd at 13%. STRATEGICALLY NOTABLE - the brand that deliberately ships no talent-branded product is the category leader. BCN covers ~40% of Japan storefront market.
C021,COVER Corp,operating_profit,total,FY2026/3,FY,2026-03-31,7000,million,JPY,,partial,https://www.moguravr.com/cover-2026-q4-earnings/,Approximately 70億円. DERIVED operating margin 14.2% - versus ANYCOLOR 36.2%. Fills the earlier gap G007.
C021,COVER Corp,net_income,total,FY2026/3,FY,2026-03-31,3016,million,JPY,-45.7,verified_secondary,https://www.moguravr.com/cover-2026-q4-earnings/,30億1600万円. Revenue grew 13.7% while net income fell 45.7% - a licensor under margin pressure.
C021,COVER Corp,revenue,live_events,FY2026/3,FY,2026-03-31,9247,million,JPY,18.7,verified_secondary,https://www.moguravr.com/cover-2026-q4-earnings/,92億4700万円 = 18.7% of revenue. Completes the COVER segment split alongside merchandising and licensing.
C021,COVER Corp,revenue_per_talent_derived,total,FY2026/3,derived,2026-03-31,632,million,JPY,,derived,,DERIVED: 49330 / 78 talents = JPY 632 million per talent. Compare ANYCOLOR ~371 million.
C022,ANYCOLOR,revenue_per_talent_derived,total,FY2026/4,derived,2026-04-30,371,million,JPY,,derived,,DERIVED: 55681 / ~150 domestic livers = JPY 371 million. ~318 million if ~175 including EN.
C028,Sanrio,revenue,total,FY2026/3,FY,2026-03-31,194088,million,JPY,33.9,verified_secondary,https://investalk.jp/8136/sanrio-2026-03-earnings/,1940億8800万円 RECORD HIGH. Fifth consecutive year of growth. LARGEST PURE LICENSOR IN THE DATASET - licensed to THREE audio brands (AVIOT Zeeny Hi-Unit) at the lowest price points in the market.
C028,Sanrio,adjusted_operating_profit,total,FY2026/3,FY,2026-03-31,78400,million,JPY,,verified_secondary,https://investalk.jp/8136/sanrio-2026-03-earnings/,784億円. DERIVED adjusted operating margin 40.4%.
C028,Sanrio,revenue_share_japan,total,FY2026/3,FY,2026-03-31,58.5,percent,,,verified_secondary,https://gamebiz.jp/news/428299,Japan 58.5% of revenue. Overseas growth from North America multi-character strategy and China Korea Taiwan demand.
C028,Sanrio,revenue,total,FY2027/3 Q1,Q1,2026-06-30,52000,million,JPY,,verified_secondary,https://finance.biggo.jp/news/5b95ddba-578a-415a-b97e-753654e36c74,520億円 record quarter but profit constrained by rising overseas costs.
C057,Bandai Namco Holdings,revenue,total,FY2026/3,FY,2026-03-31,1348246,million,JPY,8.6,verified_secondary,https://gamebiz.jp/news/425799,1兆3482億4600万円 RECORD. LARGEST ENTITY IN THE DATASET. Q3 cumulative crossed JPY 1 trillion for the first time.
C057,Bandai Namco Holdings,revenue,visual_and_music_production,FY2026/3,FY,2026-03-31,95506,million,JPY,5.3,verified_secondary,https://gamebiz.jp/news/425799,955億600万円. THE SEGMENT CONTAINING BANDAI NAMCO MUSIC LIVE AND THEREFORE KIRAMUNE. Segment profit 121億8100万円 +3.4%. Group strategy explicitly names strengthening licensing and live events.
C049,Bandai Namco Music Live,net_income,total,FY2023/3,FY,2023-03-31,4626,million,JPY,82,verified_secondary,https://gamebiz.jp/news/370175,46億2600万円 +82%. The direct operator of Kiramune - the route buyers use to reach seiyuu. Current-year revenue NOT FOUND.
C058,Square Enix Holdings,revenue,total,FY2026/3,FY,2026-03-31,297661,million,JPY,-8.3,verified_secondary,https://gamebiz.jp/news/425884,2976億6100万円. Operating profit 547億3600万円 +34.9%; ordinary profit 644億6900万円 +57.5%. Parent of Taito.
C009,Taito,revenue,total,FY2026/3,FY,2026-03-31,72944,million,JPY,1.7,verified_secondary,https://gamebiz.jp/news/427891,729億4400万円. Operating profit 56億8500万円 +6.1%. The Groove Coaster x hololive counterparty.
C023,bilibili,revenue,total,FY2025,FY,2025-12-31,30350,million,CNY,13,verified_secondary,https://www.stcn.com/article/detail/3663609.html,303.5亿元 - FIRST FULL-YEAR PROFIT IN COMPANY HISTORY. Owns MissEvan and wholly owns VirtuaReal so it is the single door to Chinese audio-drama talent AND Nijisanji-China.
C023,bilibili,revenue,total,2026 Q2,Q2,2026-06-30,7940,million,CNY,8,verified_secondary,https://www.globenewswire.com/news-release/2026/08/27/3351838/0/en/bilibili-inc-announces-second-quarter-2026-financial-results.html,Advertising 31.3亿元 +28%. DAU 116.5 million +7%. Gross margin 37.1% - 15th consecutive quarter of expansion. Mobile games -12%.
C023,bilibili,revenue,total,2026 Q1,Q1,2026-03-31,7470,million,CNY,7,verified_secondary,https://www.globenewswire.com/news-release/2026/05/19/3297243/0/en/Bilibili-Inc-Announces-First-Quarter-2026-Financial-Results.html,Advertising 25.9亿元 +30%. Net profit 2.02亿元; adjusted net +62%. DAU 115.2 million +8%.
C059,Adways,revenue_guidance,total,FY2026/12,FY_guidance,2026-12-31,11800,million,JPY,-3.4,verified_secondary,https://finance.matsui.co.jp/stock/2489/settlement/index,118億円 guidance. Operating profit guidance 15億円 +404.7%. LISTED PARENT OF 774 inc. AND SMALLER THAN EITHER BIG-TWO VTUBER AGENCY. VTuber business NOT separately disclosed.
C059,Adways,revenue,total,FY2026/12 H1,H1,2026-06-30,6300,million,JPY,7.1,verified_secondary,https://finance.matsui.co.jp/stock/2489/settlement/index,63億円. Operating profit 10億円 - turned from a prior-year loss.
C051,viviON,revenue,group_total,FY2023,FY,2023-12-31,52900,million,JPY,16.5,verified_secondary,https://0115765.com/archives/73771,529億円. Series: FY2021 354億 (from 250億); FY2022 454億 +28%; FY2023 529億. Three consecutive growth years since the 2021 group formation. Owns DLsite via Axis and Aogiri High School.
C051,viviON,revenue,dlsite_voice_asmr_segment,annual,annual,,8500,million,JPY,,verified_secondary,https://sg.wantedly.com/companies/www-vivion-co/post_articles/297605,85億円 - SIZES THE JAPANESE DOUJIN VOICE/ASMR CONTENT MARKET. ~1.1 million users purchase voice/ASMR works annually. This is the demand pool final ASMR earphone franchise sells into; against it final 300000 cumulative ASMR units is meaningful penetration.
C029,miHoYo,revenue,total,2025,CY,2025-12-31,78000,million,CNY,38,partial,https://finance.sina.com.cn/stock/roll/2026-01-22/doc-inhiecav4723330.shtml,780亿元 +38% - growth far above Tencent Games +8% and NetEase Games +12%. Genshin >400亿; HONKAI STAR RAIL ~280亿; Zenless and others ~100亿. Private company so figures are analyst estimates.
C029,miHoYo,asymmetry_ratio_vs_moondrop,derived,2025,derived,2025-12-31,780,ratio,,,derived,,DERIVED: miHoYo CNY 78bn / Moondrop order CNY 100mn = ~780x. Honkai Star Rail alone at CNY 28bn is ~280x Moondrop. THE STARKEST SCALE ASYMMETRY IN THE PROJECT - for the rightsholder a collab earphone is a marketing surface not a revenue line.
C027,Yostar,title_revenue_cumulative,Blue Archive worldwide,to 2023-01,cumulative,2023-01-31,240,million,USD,,verified_secondary,https://news.denfaminicogamer.jp/news/230217k,>USD 240 million (~323億3500万円) cumulative to Jan 2023 with JAPAN AT 75%. Blue Archive is ~30% of Yostar Japan revenue and its number 2 title. MOST-COLLABORATED RIGHTSHOLDER - four audio collabs across AVIOT and final.
C002,Onkyo,units_ordered_annual,earphones_and_headphones,2025,CY,2025-12-31,100000,units,,,verified_primary,https://www.dreamnews.jp/press/0000346883,BEST COLLAB-SPECIFIC BRAND VOLUME FIGURE IN THE DATASET. Exceeded 100000 units for the first time in 2025; announced 2026-04-21. Release cites 9 base models as collab platforms and highlights 4 anime properties and 4 VTuber talents. Direct-only distribution. CAVEAT the wording is earphones and headphones not collab-exclusive so treat as category-level.
C002,Onkyo,annual_order_value_derived,collab_category,2025,derived,2025-12-31,1800-2200,million,JPY,,derived,,DERIVED WITH STATED ASSUMPTION: 100000 units at the observed ONKYO collab band of JPY 18000-22000. Assumes the 100000 is substantially collab volume which the release frames but does not state exclusively.
C062,Shueisha,revenue,total,85th term FY2026/5,FY,2026-05-31,228954,million,JPY,-0.1,verified_secondary,https://rtbsquare.work/archives/61430,2289億5400万円. Net income 193億6100万円 -0.5%.
C062,Shueisha,revenue,business_income_rights_and_merch,85th term FY2026/5,FY,2026-05-31,110000,million,JPY,,verified_secondary,https://news.yahoo.co.jp/expert/articles/840f7fc0c3c132d959b2a4b2ae56cf944948b49f,事業収入 EXCEEDED 110億円 AND SURPASSED PUBLISHING SALES FOR THE FIRST TIME IN COMPANY HISTORY. Rights and merchandise are COMBINED so not separable. Prior term this line grew +35.6%.
C063,Shogakukan,revenue,total,88th term FY2026/2,FY,2026-02-28,103567,million,JPY,-5.5,verified_secondary,https://www.bunkanews.jp/article/464887/,1035億6700万円. Ordinary profit 22億9300万円 -53.0%; net 26億2300万円 -28.0%.
